
Data;Hora(UTC);TempIns.(C);TempMax(C);TemMin(C);UmiIns(%);UmiMax(%);UmiMin(%);PtoOrvalhoIns(C);PtoOrvalhoMax(C);PtoOrvalhoMin(C);PressaoIns(hPa);PressaoMax(hPa);PressaoMin(hPa);VelVento(m/s);DirVento(m/s);RajVento(m/s);Radiacao(KJ/m²);Chuva(mm);
12/02/2019;0000;31,5;32,4;31,5;32,0;32,0;28,0;12,7;12,7;11,8;968,6;968,6;968,1;3,5;120,0;7,6;;0,0;
12/02/2019;0100;31,3;31,6;31,3;33,0;33,0;31,0;12,9;13,0;12,6;969,3;969,3;968,5;5,4;123,0;10,1;;0,0;
12/02/2019;0200;29,7;31,3;29,7;37,0;37,0;33,0;13,3;13,3;12,8;970,0;970,0;969,3;5,4;116,0;11,4;;0,0;
12/02/2019;0300;28,3;29,7;28,3;44,0;44,0;37,0;14,9;14,9;13,3;970,2;970,2;970,0;5,6;118,0;12,1;;0,0;
12/02/2019;0400;27,0;28,3;27,0;50,0;50,0;44,0;15,6;15,7;14,9;970,3;970,4;970,2;6,2;122,0;11,3;;0,0;
12/02/2019;0500;26,1;27,0;26,1;53,0;53,0;50,0;15,8;15,8;15,5;970,1;970,3;970,1;4,0;110,0;11,3;;0,0;
12/02/2019;0600;25,3;26,1;25,3;54,0;55,0;53,0;15,4;15,8;15,4;970,3;970,3;970,1;3,8;124,0;7,3;;0,0;
12/02/2019;0700;24,5;25,3;24,5;58,0;58,0;54,0;15,7;15,7;15,3;970,9;970,9;970,3;3,9;131,0;7,0;;0,0;
12/02/2019;0800;24,0;24,5;24,0;61,0;61,0;58,0;15,9;15,9;15,6;971,4;971,4;970,9;4,5;127,0;7,8;;0,0;
12/02/2019;0900;23,4;24,0;23,4;65,0;65,0;61,0;16,6;16,6;15,9;972,1;972,1;971,4;3,8;131,0;8,9;0,66;0,0;
12/02/2019;1000;23,7;23,7;23,4;66,0;67,0;65,0;17,1;17,1;16,6;973,0;973,0;972,1;3,5;131,0;6,1;112,18;0,0;
12/02/2019;1100;24,8;25,1;23,7;62,0;66,0;62,0;17,1;17,4;17,0;973,7;973,7;972,9;3,8;126,0;6,8;489,05;0,0;
12/02/2019;1200;26,8;26,8;24,8;56,0;62,0;55,0;17,2;17,5;16,8;973,7;973,9;973,7;4,4;127,0;7,4;1148,19;0,0;
12/02/2019;1300;28,1;28,3;26,4;52,0;56,0;51,0;17,4;17,4;16,7;973,2;973,7;973,2;4,1;122,0;8,1;1500,20;0,0;
12/02/2019;1400;29,9;31,2;27,9;46,0;52,0;42,0;16,8;17,6;16,1;972,3;973,2;972,3;4,7;116,0;8,9;2116,72;0,0;
12/02/2019;1500;31,7;32,4;29,0;39,0;47,0;38,0;15,9;17,1;15,7;971,0;972,3;971,0;3,9;149,0;8,9;2356,24;0,0;
12/02/2019;1600;32,2;33,6;30,9;36,0;40,0;35,0;15,3;16,4;15,1;969,9;971,0;969,9;4,3;127,0;8,9;2509,46;0,0;
12/02/2019;1700;32,5;33,7;31,7;35,0;38,0;33,0;15,2;16,1;14,8;968,8;969,9;968,8;3,9;131,0;9,3;2509,89;0,0;
12/02/2019;1800;33,1;34,3;32,5;32,0;35,0;31,0;14,4;15,5;14,2;968,1;968,8;968,1;4,3;139,0;8,3;2259,07;0,0;
12/02/2019;1900;33,8;34,8;32,9;31,0;33,0;30,0;14,4;14,9;14,0;967,2;968,1;967,2;2,6;119,0;7,4;1696,53;0,0;
12/02/2019;2000;34,8;35,1;33,9;28,0;31,0;28,0;13,5;14,7;13,4;967,1;967,2;967,0;2,9;135,0;6,5;1031,65;0,0;
12/02/2019;2100;33,9;34,8;33,9;28,0;28,0;27,0;12,8;13,3;12,4;967,4;967,4;967,1;2,7;132,0;6,7;305,76;0,0;
12/02/2019;2200;33,1;33,9;33,1;29,0;30,0;28,0;12,9;13,4;12,8;967,9;967,9;967,4;2,6;159,0;6,1;3,28;0,0;
12/02/2019;2300;32,2;33,1;32,2;31,0;31,0;29,0;12,8;13,0;12,8;968,1;968,1;967,8;1,8;160,0;4,7;;0,0;
13/02/2019;0000;31,2;32,2;31,0;33,0;33,0;31,0;12,9;13,0;12,8;968,5;968,5;968,1;1,3;153,0;3,8;;0,0;
13/02/2019;0100;31,0;31,5;31,0;32,0;33,0;31,0;12,5;12,9;12,4;968,9;968,9;968,5;2,1;140,0;4,3;;0,0;
13/02/2019;0200;30,3;31,0;30,3;33,0;33,0;32,0;12,2;12,6;12,2;969,3;969,3;968,9;2,9;124,0;5,1;;0,0;
13/02/2019;0300;29,1;30,3;29,0;38,0;38,0;33,0;13,3;13,3;12,1;969,1;969,3;969,1;3,1;120,0;5,8;;0,0;
13/02/2019;0400;28,0;29,1;28,0;49,0;49,0;38,0;16,4;16,4;13,4;969,1;969,2;969,1;4,1;126,0;7,0;;0,0;
13/02/2019;0500;27,6;28,0;27,6;55,0;55,0;49,0;17,8;17,8;16,4;968,9;969,2;968,9;3,8;125,0;8,3;;0,0;
13/02/2019;0600;26,8;27,6;26,8;58,0;58,0;55,0;17,9;17,9;17,8;969,3;969,3;968,8;3,0;112,0;7,4;;0,0;
13/02/2019;0700;25,9;26,8;25,9;62,0;62,0;58,0;18,0;18,1;17,9;969,8;969,8;969,3;3,1;127,0;5,8;;0,0;
13/02/2019;0800;25,6;26,0;25,6;62,0;62,0;61,0;17,9;18,0;17,8;970,3;970,3;969,8;2,8;131,0;5,9;;0,0;
13/02/2019;0900;25,3;25,6;25,2;65,0;65,0;62,0;18,1;18,1;17,9;970,4;970,5;970,3;2,5;123,0;6,0;;0,0;
13/02/2019;1000;25,5;25,7;25,1;65,0;66,0;65,0;18,4;18,5;18,1;971,1;971,1;970,4;3,1;127,0;6,7;226,65;0,0;
13/02/2019;1100;27,0;27,3;25,4;59,0;65,0;58,0;18,2;18,8;18,1;971,7;971,7;971,1;3,2;130,0;6,1;974,85;0,0;
13/02/2019;1200;28,3;28,8;26,8;54,0;59,0;52,0;18,0;18,5;17,7;971,7;972,0;971,6;3,3;129,0;6,2;1640,77;0,0;
13/02/2019;1300;30,6;30,7;28,4;46,0;54,0;46,0;17,7;18,2;17,4;971,3;971,7;971,3;3,0;121,0;6,4;2187,51;0,0;
13/02/2019;1400;32,2;32,5;30,3;39,0;47,0;38,0;16,6;18,1;16,2;970,8;971,4;970,8;4,0;82,0;7,8;2508,11;0,0;
13/02/2019;1500;33,1;33,4;31,5;37,0;41,0;36,0;16,6;16,8;15,9;969,8;970,8;969,7;3,3;102,0;7,8;2567,59;0,0;
13/02/2019;1600;34,0;34,9;32,3;33,0;37,0;32,0;15,3;16,6;14,8;968,8;969,8;968,8;2,8;84,0;7,3;2898,07;0,0;
13/02/2019;1700;34,3;35,4;33,5;31,0;33,0;30,0;14,8;15,9;14,5;967,8;968,8;967,8;2,6;109,0;5,9;2706,21;0,0;
13/02/2019;1800;34,7;35,8;34,2;31,0;31,0;29,0;15,1;15,5;14,5;966,7;967,8;966,7;3,5;70,0;7,3;2286,97;0,0;
13/02/2019;1900;35,1;35,7;34,7;30,0;31,0;26,0;15,1;15,2;12,9;965,6;966,7;965,6;2,5;95,0;7,2;1354,40;0,0;
13/02/2019;2000;34,3;35,2;34,2;29,0;31,0;29,0;14,0;15,2;13,9;965,6;965,8;965,5;1,9;86,0;5,6;433,65;0,0;
13/02/2019;2100;34,0;34,4;33,9;30,0;30,0;29,0;13,9;14,1;13,7;966,4;966,4;965,6;1,8;95,0;4,8;135,56;0,0;
13/02/2019;2200;33,4;34,0;33,4;30,0;30,0;29,0;13,6;13,9;13,4;966,8;966,8;966,3;1,2;86,0;3,4;;0,0;
13/02/2019;2300;32,5;33,4;32,5;32,0;32,0;30,0;13,8;14,0;13,5;967,2;967,2;966,7;1,4;73,0;2,9;;0,0;
14/02/2019;0000;31,8;32,5;31,8;35,0;35,0;32,0;14,5;14,5;13,7;968,7;968,7;967,2;1,4;40,0;2,7;;0,0;
14/02/2019;0100;30,6;31,8;30,6;40,0;40,0;35,0;15,3;15,4;14,5;969,6;969,6;968,6;0,8;18,0;3,0;;0,0;
14/02/2019;0200;30,2;30,6;30,2;41,0;41,0;39,0;15,6;15,6;15,3;969,6;969,6;969,5;1,4;14,0;3,3;;0,0;
14/02/2019;0300;29,7;30,2;29,7;44,0;44,0;41,0;16,1;16,2;15,6;969,8;969,8;969,4;1,7;12,0;3,6;;0,0;
14/02/2019;0400;29,8;30,0;29,7;44,0;44,0;43,0;16,2;16,3;16,1;969,4;969,9;969,3;3,2;5,0;8,4;;0,0;
14/02/2019;0500;27,5;29,8;27,5;56,0;56,0;44,0;17,9;17,9;16,1;969,2;969,5;969,2;4,4;56,0;7,9;;0,0;
14/02/2019;0600;27,8;27,9;27,3;56,0;58,0;54,0;18,1;18,3;17,8;969,1;969,2;968,9;2,9;55,0;7,9;;0,0;
14/02/2019;0700;27,4;27,8;27,4;59,0;59,0;56,0;18,6;18,6;18,1;969,9;969,9;969,0;2,9;66,0;5,7;;0,0;
14/02/2019;0800;27,1;27,5;27,0;59,0;60,0;59,0;18,5;18,7;18,4;970,1;970,2;969,9;3,0;63,0;6,7;;0,0;
14/02/2019;0900;26,5;27,1;26,5;59,0;60,0;58,0;17,8;18,5;17,7;970,6;970,6;970,1;3,1;57,0;6,9;;0,0;
14/02/2019;1000;26,7;26,7;26,3;59,0;60,0;58,0;17,9;17,9;17,8;971,2;971,2;970,6;2,3;45,0;5,8;134,75;0,0;
14/02/2019;1100;28,4;28,4;26,6;53,0;59,0;53,0;17,8;17,9;17,5;972,2;972,2;971,2;2,4;28,0;5,8;668,07;0,0;
14/02/2019;1200;29,0;29,9;27,9;50,0;53,0;48,0;17,6;17,8;17,0;972,7;972,7;972,2;2,3;321,0;4,5;1602,25;0,0;
14/02/2019;1300;29,7;30,0;29,0;49,0;50,0;48,0;17,8;18,2;17,2;972,9;973,0;972,7;2,9;269,0;5,8;1039,64;0,0;
14/02/2019;1400;28,0;30,0;28,0;58,0;58,0;49,0;18,9;19,4;18,4;972,9;972,9;972,8;5,7;247,0;10,4;1099,34;0,0;
14/02/2019;1500;28,3;29,2;27,5;58,0;63,0;57,0;19,3;20,3;19,0;972,1;972,9;972,1;5,5;226,0;10,5;2481,02;0,0;
14/02/2019;1600;29,6;31,2;28,3;49,0;58,0;48,0;17,9;19,6;17,9;971,0;972,1;970,9;5,0;218,0;10,6;2952,33;0,0;
14/02/2019;1700;31,0;31,6;29,6;42,0;49,0;41,0;16,6;18,1;16,5;969,8;971,0;969,8;2,5;210,0;8,7;2011,33;0,0;
14/02/2019;1800;32,5;32,9;31,1;37,0;42,0;36,0;15,8;16,9;15,7;968,8;969,8;968,8;2,2;244,0;6,4;1996,66;0,0;
14/02/2019;1900;32,6;33,2;31,7;36,0;38,0;35,0;15,6;15,9;15,1;968,2;968,8;968,2;2,4;214,0;5,4;1366,61;0,0;
14/02/2019;2000;32,6;33,1;32,0;33,0;36,0;33,0;14,3;15,4;14,3;968,0;968,2;967,9;2,7;166,0;6,4;956,19;0,0;
14/02/2019;2100;32,1;32,8;32,1;34,0;34,0;33,0;14,4;14,6;14,1;968,3;968,4;967,9;3,0;127,0;5,5;244,92;0,0;
14/02/2019;2200;31,7;32,2;31,6;36,0;37,0;34,0;14,7;15,2;14,4;969,0;969,0;968,3;1,2;127,0;5,3;9,79;0,0;
14/02/2019;2300;31,0;31,7;31,0;39,0;39,0;36,0;15,2;15,4;14,7;969,5;969,5;969,0;1,1;172,0;2,3;;0,0;
15/02/2019;0000;31,1;31,1;30,8;38,0;40,0;38,0;15,2;15,6;15,2;970,8;970,8;969,5;1,1;199,0;1,9;;0,0;
15/02/2019;0100;30,9;31,1;30,9;39,0;39,0;38,0;15,2;15,4;15,1;970,9;971,0;970,8;0,6;167,0;1,8;;0,0;
15/02/2019;0200;30,1;31,0;30,1;44,0;44,0;39,0;16,5;16,6;15,2;971,1;971,1;970,9;1,7;200,0;3,4;;0,0;
15/02/2019;0300;29,5;30,1;29,5;41,0;47,0;40,0;14,8;17,0;14,8;970,4;971,1;970,4;1,5;170,0;3,4;;0,0;
15/02/2019;0400;29,0;29,5;29,0;42,0;44,0;41,0;15,0;15,4;14,8;970,5;970,5;970,3;1,8;154,0;3,1;;0,0;
15/02/2019;0500;28,1;29,1;28,1;44,0;44,0;39,0;14,9;15,0;13,8;970,3;970,6;970,2;1,6;65,0;5,3;;0,0;
15/02/2019;0600;27,7;28,1;27,7;54,0;54,0;44,0;17,5;17,5;14,8;970,2;970,3;970,0;3,1;78,0;5,6;;0,0;
15/02/2019;0700;27,1;27,7;27,1;56,0;56,0;54,0;17,6;17,7;17,5;970,4;970,5;970,2;2,2;64,0;5,6;;0,0;
15/02/2019;0800;26,4;27,1;26,4;59,0;59,0;56,0;17,8;17,8;17,6;970,7;970,7;970,3;2,1;96,0;4,3;;0,0;
15/02/2019;0900;26,1;26,4;25,9;61,0;62,0;59,0;18,1;18,2;17,8;971,1;971,1;970,7;0,6;113,0;3,2;1,44;0,0;
15/02/2019;1000;27,0;27,0;26,1;60,0;61,0;60,0;18,5;18,7;18,0;971,4;971,4;971,1;2,9;118,0;5,4;280,90;0,0;
15/02/2019;1100;28,9;28,9;26,7;55,0;60,0;55,0;18,8;18,9;18,1;971,7;971,8;971,4;3,8;104,0;7,1;943,27;0,0;
15/02/2019;1200;30,4;30,6;28,7;49,0;55,0;47,0;18,4;19,0;17,8;972,0;972,1;971,7;3,4;107,0;7,3;1587,99;0,0;
15/02/2019;1300;31,8;32,2;30,3;42,0;49,0;42,0;17,5;18,3;17,2;971,5;972,0;971,5;3,7;105,0;8,1;2166,79;0,0;
15/02/2019;1400;32,3;33,0;31,5;39,0;43,0;38,0;16,5;17,8;16,5;971,0;971,5;971,0;3,7;140,0;7,0;2536,79;0,0;
15/02/2019;1500;34,2;34,8;31,6;34,0;41,0;34,0;16,1;16,9;15,8;970,0;971,1;970,0;3,1;101,0;7,0;2095,52;0,0;
15/02/2019;1600;35,1;35,3;33,3;31,0;35,0;30,0;15,2;16,2;15,0;968,3;970,0;968,3;1,7;131,0;6,5;2706,36;0,0;
15/02/2019;1700;35,1;36,0;34,6;30,0;31,0;29,0;14,9;15,5;14,5;967,1;968,3;967,1;1,9;93,0;8,4;2422,22;0,0;
15/02/2019;1800;35,2;35,5;33,8;33,0;37,0;30,0;16,2;17,3;14,9;966,4;967,1;966,3;2,8;154,0;9,6;1804,60;0,0;
15/02/2019;1900;32,3;36,0;32,2;41,0;41,0;31,0;17,2;17,5;16,0;966,3;966,5;966,2;5,7;188,0;11,4;1619,37;0,0;
15/02/2019;2000;32,1;32,6;31,9;41,0;42,0;40,0;17,2;17,5;17,0;966,5;966,5;966,2;5,6;171,0;10,5;413,97;0,0;
15/02/2019;2100;30,4;32,1;30,4;47,0;47,0;40,0;17,8;18,1;16,7;967,5;967,5;966,5;4,4;128,0;10,5;117,69;0,0;
15/02/2019;2200;30,1;30,4;29,8;47,0;48,0;46,0;17,5;18,0;17,2;967,8;967,9;967,5;2,5;116,0;8,5;;0,0;
15/02/2019;2300;29,9;30,2;29,9;47,0;47,0;47,0;17,5;17,6;17,3;968,6;968,6;967,7;1,3;100,0;4,8;;0,0;
16/02/2019;0000;27,2;29,9;27,2;63,0;63,0;47,0;19,6;19,6;17,6;969,9;969,9;968,6;5,1;352,0;8,0;;0,0;
16/02/2019;0100;24,4;27,3;24,4;82,0;82,0;63,0;21,0;21,3;19,7;971,4;971,4;969,9;4,3;13,0;12,0;;1,2;
16/02/2019;0200;23,5;24,4;23,5;83,0;83,0;81,0;20,5;21,1;20,4;971,6;971,6;971,4;3,9;47,0;9,1;;3,2;
16/02/2019;0300;23,5;23,6;23,4;82,0;83,0;82,0;20,2;20,6;20,2;970,3;971,6;970,3;2,5;38,0;7,0;;2,2;
16/02/2019;0400;23,5;23,6;23,4;82,0;82,0;80,0;20,2;20,4;19,8;969,8;970,3;969,8;1,8;27,0;5,1;;0,8;
16/02/2019;0500;23,5;23,7;23,4;82,0;83,0;81,0;20,3;20,5;20,0;969,5;969,8;969,4;0,9;318,0;3,3;;0,0;
16/02/2019;0600;23,7;24,0;23,5;81,0;84,0;79,0;20,3;20,9;20,0;969,7;969,8;969,5;1,0;307,0;3,7;;0,2;
16/02/2019;0700;23,7;23,9;23,6;82,0;84,0;81,0;20,4;20,9;20,3;969,6;969,7;969,5;1,2;289,0;3,0;;0,0;
16/02/2019;0800;23,6;23,7;23,4;83,0;84,0;82,0;20,6;20,6;20,4;970,2;970,2;969,6;1,2;236,0;2,3;;0,0;
16/02/2019;0900;23,6;23,7;23,5;82,0;83,0;82,0;20,5;20,7;20,3;970,5;970,5;970,2;0,3;305,0;2,3;;0,0;
16/02/2019;1000;24,0;24,0;23,6;81,0;82,0;81,0;20,4;20,6;20,3;971,0;971,0;970,5;0,1;346,0;2,1;49,28;0,0;
16/02/2019;1100;24,1;24,2;24,0;80,0;81,0;79,0;20,3;20,6;20,2;972,1;972,1;971,0;1,3;22,0;2,6;171,81;0,0;
16/02/2019;1200;24,5;24,6;24,1;80,0;82,0;80,0;20,8;21,1;20,4;972,8;972,8;972,1;1,7;24,0;4,0;356,98;0,2;
16/02/2019;1300;25,4;25,6;24,5;76,0;81,0;75,0;20,9;21,2;20,6;972,4;972,8;972,4;2,0;43,0;3,9;714,53;0,0;
16/02/2019;1400;26,9;27,2;25,3;67,0;76,0;67,0;20,3;21,3;20,3;971,9;972,4;971,9;2,3;31,0;4,6;1657,16;0,0;
16/02/2019;1500;28,8;28,9;26,9;61,0;69,0;60,0;20,4;21,8;19,8;970,9;971,9;970,9;1,5;350,0;4,3;1604,24;0,0;
16/02/2019;1600;30,4;30,5;28,2;54,0;63,0;52,0;20,0;21,3;19,5;969,3;970,8;969,3;1,3;21,0;4,2;2192,47;0,0;
16/02/2019;1700;30,9;31,3;30,1;49,0;54,0;49,0;19,1;20,5;19,1;968,1;969,3;968,1;1,6;106,0;4,5;1544,69;0,0;
16/02/2019;1800;31,5;31,8;30,8;49,0;51,0;48,0;19,6;20,1;18,9;967,1;968,1;967,1;1,3;186,0;5,6;1156,96;0,0;
16/02/2019;1900;32,3;33,0;31,6;43,0;49,0;41,0;18,1;20,0;17,4;966,3;967,1;966,3;2,5;71,0;4,7;1665,27;0,0;
16/02/2019;2000;32,0;32,7;31,5;42,0;44,0;41,0;17,6;18,3;17,2;966,1;966,3;966,0;2,1;77,0;4,2;937,58;0,0;
16/02/2019;2100;30,3;32,2;30,3;50,0;51,0;42,0;18,7;19,1;17,6;966,9;966,9;966,1;3,2;53,0;5,8;116,05;0,0;
16/02/2019;2200;29,9;30,3;29,9;50,0;50,0;49,0;18,3;18,8;18,2;967,6;967,7;966,9;2,0;27,0;4,8;;0,0;
16/02/2019;2300;28,4;29,9;28,4;54,0;54,0;48,0;18,1;18,3;17,2;968,3;968,3;967,6;3,0;360,0;6,9;;0,0;
17/02/2019;0000;27,6;28,4;27,6;60,0;60,0;54,0;19,1;19,2;18,2;969,6;969,6;968,3;2,0;7,0;5,7;;0,0;
17/02/2019;0100;27,2;27,6;27,2;62,0;62,0;60,0;19,3;19,5;19,2;970,4;970,4;969,6;2,9;349,0;6,0;;0,0;
17/02/2019;0200;26,9;27,2;26,8;63,0;65,0;62,0;19,4;19,6;19,2;970,4;970,6;970,4;2,1;337,0;5,1;;0,0;
17/02/2019;0300;26,3;26,9;26,3;66,0;66,0;63,0;19,4;19,5;19,0;970,9;971,1;970,4;4,3;33,0;10,1;;0,0;
17/02/2019;0400;24,7;26,3;24,7;74,0;74,0;66,0;19,6;19,9;19,4;970,2;970,9;970,2;2,9;72,0;11,0;;0,0;
17/02/2019;0500;24,4;24,6;24,3;74,0;76,0;73,0;19,4;20,1;19,3;969,8;970,2;969,7;0,8;59,0;5,8;;0,0;
17/02/2019;0600;24,2;24,4;24,1;77,0;77,0;73,0;19,8;19,8;19,2;969,8;969,9;969,7;0,7;105,0;2,5;;0,0;
17/02/2019;0700;24,2;24,3;24,2;78,0;78,0;76,0;20,1;20,1;19,7;969,8;969,8;969,7;0,8;215,0;2,1;;0,0;
17/02/2019;0800;24,1;24,4;24,0;78,0;80,0;77,0;20,1;20,6;20,0;969,9;970,1;969,8;1,0;185,0;4,0;;0,0;
17/02/2019;0900;24,0;24,1;23,9;78,0;78,0;77,0;20,0;20,0;19,8;970,1;970,1;969,9;0,0;29,0;2,0;;0,0;
17/02/2019;1000;24,8;24,8;24,0;76,0;79,0;76,0;20,3;20,5;19,9;970,7;970,7;970,1;1,4;62,0;2,7;232,86;0,0;
17/02/2019;1100;25,7;25,7;24,7;69,0;76,0;69,0;19,7;20,4;19,6;971,8;971,8;970,7;1,9;108,0;4,0;435,92;0,0;
17/02/2019;1200;26,3;26,5;25,6;69,0;70,0;67,0;20,1;20,4;19,5;972,1;972,1;971,8;1,6;36,0;3,5;728,40;0,0;
17/02/2019;1300;29,4;29,5;26,3;57,0;69,0;57,0;19,9;20,5;19,5;972,3;972,3;972,1;2,4;57,0;5,4;1563,55;0,0;
17/02/2019;1400;31,0;31,0;28,6;50,0;58,0;50,0;19,5;19,9;19,1;972,1;972,3;972,1;2,8;46,0;5,2;2726,89;0,0;
17/02/2019;1500;32,0;32,5;30,3;45,0;52,0;44,0;18,6;19,6;18,2;971,3;972,1;971,3;2,7;3,0;10,0;2558,25;0,0;
17/02/2019;1600;32,0;33,0;31,5;45,0;46,0;42,0;18,7;19,0;17,7;970,3;971,3;970,3;2,7;56,0;5,9;1479,30;0,0;
17/02/2019;1700;33,4;33,7;32,0;39,0;45,0;39,0;17,6;18,7;17,6;968,9;970,3;968,9;3,1;72,0;6,5;2271,06;0,0;
17/02/2019;1800;33,2;34,1;32,5;39,0;41,0;37,0;17,4;18,1;16,8;967,6;968,9;967,6;4,0;76,0;7,7;1276,11;0,0;
17/02/2019;1900;33,9;34,4;32,7;36,0;40,0;34,0;16,5;17,5;15,9;966,9;967,6;966,8;3,8;41,0;7,3;1507,88;0,0;
17/02/2019;2000;33,6;33,9;33,2;36,0;38,0;35,0;16,6;16,9;15,7;967,3;967,3;966,8;3,7;45,0;8,5;862,75;0,0;
17/02/2019;2100;32,6;33,6;32,6;38,0;38,0;36,0;16,5;17,0;15,8;968,1;968,1;967,3;2,3;51,0;6,9;271,28;0,0;
17/02/2019;2200;31,4;32,6;31,4;42,0;42,0;38,0;17,1;17,2;16,3;968,4;968,4;968,1;2,0;67,0;4,7;;0,0;
17/02/2019;2300;28,9;31,4;28,9;58,0;58,0;42,0;19,7;19,7;17,2;969,8;969,8;968,4;2,7;315,0;6,2;;0,0;
18/02/2019;0000;27,7;28,8;27,7;67,0;67,0;58,0;21,0;21,0;19,8;971,1;971,1;969,8;3,7;278,0;6,2;;0,0;
18/02/2019;0100;26,9;27,7;26,9;71,0;71,0;67,0;21,3;21,3;21,0;971,6;971,6;970,9;3,3;269,0;6,5;;0,0;
18/02/2019;0200;26,9;26,9;26,9;71,0;72,0;71,0;21,2;21,4;21,2;971,9;971,9;971,6;1,9;277,0;5,5;;0,0;
18/02/2019;0300;26,6;26,9;26,6;71,0;72,0;71,0;20,9;21,3;20,9;970,8;971,9;970,8;1,9;278,0;4,0;;0,0;
18/02/2019;0400;24,0;27,0;24,0;73,0;73,0;65,0;18,9;21,1;18,6;971,7;971,8;970,8;5,2;99,0;12,5;;0,0;
18/02/2019;0500;23,3;23,9;22,1;88,0;89,0;73,0;21,2;21,3;18,9;971,2;971,8;971,2;0,9;53,0;9,7;;15,8;
18/02/2019;0600;23,3;23,6;23,1;86,0;88,0;86,0;20,9;21,5;20,6;970,8;971,2;970,5;1,0;343,0;3,4;;0,6;
18/02/2019;0700;23,1;23,4;23,1;84,0;87,0;83,0;20,3;20,9;20,1;971,1;971,2;970,8;1,1;22,0;3,7;;0,2;
18/02/2019;0800;23,2;23,3;22,8;87,0;87,0;84,0;20,9;21,0;20,0;970,7;971,1;970,6;0,0;281,0;3,2;;2,8;
18/02/2019;0900;23,6;23,7;23,2;87,0;87,0;87,0;21,2;21,4;21,0;971,2;971,2;970,7;0,3;241,0;1,1;5,80;0,0;
18/02/2019;1000;23,9;23,9;23,5;87,0;87,0;87,0;21,6;21,6;21,2;972,1;972,1;971,2;0,7;179,0;2,1;108,00;0,0;
18/02/2019;1100;24,9;24,9;23,8;84,0;87,0;84,0;22,0;22,1;21,5;972,6;972,6;972,0;1,6;157,0;2,7;395,85;0,0;
18/02/2019;1200;27,0;27,0;24,9;75,0;84,0;74,0;22,1;22,6;21,5;973,1;973,1;972,6;1,4;152,0;3,7;1224,93;0,0;
18/02/2019;1300;27,5;27,9;26,8;64,0;74,0;63,0;20,2;22,2;19,8;973,2;973,4;973,1;2,1;116,0;4,0;1384,73;0,0;
18/02/2019;1400;28,8;29,5;27,5;60,0;66,0;57,0;20,3;21,7;19,8;973,0;973,2;972,9;2,6;107,0;5,8;2269,26;0,0;
18/02/2019;1500;30,2;30,3;28,8;57,0;61,0;55,0;20,7;21,3;19,9;972,3;973,0;972,3;1,9;108,0;5,1;1981,97;0,0;
18/02/2019;1600;31,5;31,5;30,0;52,0;57,0;50,0;20,3;21,1;19,2;971,0;972,3;971,0;1,7;89,0;6,1;2326,79;0,0;
18/02/2019;1700;32,2;32,6;31,2;44,0;51,0;44,0;18,3;20,2;18,3;969,8;971,0;969,8;2,2;99,0;5,3;2363,84;0,0;
18/02/2019;1800;32,9;33,3;31,9;43,0;47,0;41,0;18,7;19,7;18,0;968,5;969,8;968,5;2,1;18,0;6,1;2050,47;0,0;
18/02/2019;1900;33,5;33,7;32,5;42,0;45,0;40,0;18,7;19,2;18,1;967,7;968,4;967,7;2,0;104,0;6,1;1557,59;0,0;
18/02/2019;2000;29,7;34,1;29,7;47,0;47,0;39,0;17,2;19,2;17,2;968,1;968,1;966,9;6,5;97,0;15,2;1226,02;0,0;
18/02/2019;2100;29,6;30,3;28,9;49,0;53,0;44,0;17,7;18,6;16,6;968,6;968,7;967,7;4,1;121,0;15,2;271,62;0,0;
18/02/2019;2200;28,3;29,7;28,1;60,0;61,0;49,0;19,8;19,9;17,8;969,0;969,2;968,6;1,9;142,0;7,0;;0,0;
18/02/2019;2300;28,6;28,8;28,3;59,0;62,0;58,0;19,7;20,5;19,6;969,7;969,7;969,0;1,2;156,0;2,8;;0,0;
19/02/2019;0000;28,3;28,7;28,3;61,0;62,0;57,0;20,1;20,2;19,3;970,6;970,6;969,7;0,3;205,0;2,3;;0,0;
19/02/2019;0100;27,2;28,3;27,2;69,0;69,0;61,0;21,0;21,0;20,1;970,8;970,9;970,6;1,6;207,0;2,8;;0,0;
19/02/2019;0200;27,1;27,2;27,0;69,0;71,0;69,0;21,0;21,3;20,9;971,2;971,2;970,8;1,4;253,0;2,7;;0,0;
19/02/2019;0300;26,7;27,1;26,7;71,0;73,0;69,0;21,0;21,4;20,8;971,1;971,5;971,1;0,8;169,0;2,2;;0,0;
19/02/2019;0400;26,2;26,7;26,0;77,0;77,0;71,0;21,9;21,9;20,8;970,7;971,1;970,7;0,0;213,0;2,2;;0,0;
19/02/2019;0500;27,3;27,4;26,2;69,0;77,0;68,0;21,1;22,1;21,1;970,5;970,7;970,4;2,2;119,0;4,7;;0,0;
19/02/2019;0600;26,5;27,3;26,5;74,0;74,0;69,0;21,4;21,4;21,0;970,3;970,5;970,2;2,3;112,0;5,9;;0,0;
19/02/2019;0700;26,1;26,5;26,1;75,0;76,0;73,0;21,4;21,6;21,3;970,7;970,7;970,3;2,7;108,0;5,2;;0,0;
19/02/2019;0800;25,7;26,1;25,7;71,0;75,0;71,0;20,0;21,3;20,0;970,9;970,9;970,6;3,2;113,0;6,2;;0,0;
